epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,2810.48,0.41942,2.23565,1.12283,0.64314,0.9018,0.96475,0.96288,0.27991,1.46002,0.52018,0.000108996,0.000108996,0.000108996
39,2900.72,0.40434,2.23083,1.12072,0.69713,0.9434,0.97019,0.96268,0.29238,1.41962,0.54038,0.000107294,0.000107294,0.000107294
40,2998.95,0.38138,2.17306,1.08857,0.70516,0.91061,0.92078,0.85509,0.43245,1.39109,0.67493,0.000105591,0.000105591,0.000105591
41,3090.5,0.3726,2.12856,1.0804,0.76381,0.94665,0.95846,0.95283,0.29826,1.29664,0.52954,0.000103888,0.000103888,0.000103888
42,3180.71,0.41051,2.16261,1.11381,0.7542,0.9434,0.98248,0.98248,0.23766,1.32216,0.4337,0.000102185,0.000102185,0.000102185
43,3278.07,0.39207,2.11873,1.09659,0.78414,0.96226,0.98092,0.97904,0.23076,1.21107,0.45212,0.000100482,0.000100482,0.000100482
44,3370.32,0.37933,2.05333,1.08031,0.80527,0.9434,0.97153,0.97153,0.22567,1.15464,0.4353,9.87796e-05,9.87796e-05,9.87796e-05
45,3469.48,0.36163,2.01307,1.07221,0.75251,0.9434,0.98874,0.98499,0.24163,1.1594,0.43391,9.70768e-05,9.70768e-05,9.70768e-05
46,3567.97,0.37345,2.04256,1.07703,0.86775,0.90566,0.99031,0.95698,0.39836,1.17873,0.62012,9.5374e-05,9.5374e-05,9.5374e-05
47,3657,0.37195,2.05383,1.08169,0.74484,0.98113,0.98248,0.97873,0.27044,1.1535,0.47574,9.36712e-05,9.36712e-05,9.36712e-05
48,3736.19,0.36826,2.01693,1.08769,0.80791,0.96226,0.99031,0.95323,0.38101,1.10202,0.58332,9.19684e-05,9.19684e-05,9.19684e-05
49,3828.6,0.35583,1.9983,1.08387,0.85974,0.92453,0.995,0.98561,0.3148,1.07302,0.50902,9.02656e-05,9.02656e-05,9.02656e-05
50,3924.7,0.34554,1.96922,1.07361,0.87065,0.89796,0.95973,0.91514,0.34202,1.07269,0.55286,8.85628e-05,8.85628e-05,8.85628e-05
51,4025.98,0.34564,1.95582,1.07181,0.80685,0.92829,0.9523,0.95042,0.21177,1.05435,0.3944,8.686e-05,8.686e-05,8.686e-05
52,4119.98,0.35195,2.00048,1.07018,0.87782,0.92453,0.97958,0.97442,0.23665,1.00764,0.40762,8.51572e-05,8.51572e-05,8.51572e-05
53,4204.83,0.36308,1.94074,1.08391,0.811,0.91399,0.93219,0.92327,0.25909,1.0287,0.44265,8.34544e-05,8.34544e-05,8.34544e-05
54,4300.5,0.3524,1.91167,1.06391,0.82268,0.98113,0.99031,0.98702,0.25443,0.97093,0.42942,8.17516e-05,8.17516e-05,8.17516e-05
55,4394.28,0.3303,1.92022,1.0516,0.85531,0.98113,0.99031,0.99031,0.26312,0.94545,0.42704,8.00488e-05,8.00488e-05,8.00488e-05
56,4489.72,0.34158,1.94745,1.06985,0.84298,0.96226,0.99031,0.99031,0.23167,0.95513,0.38527,7.8346e-05,7.8346e-05,7.8346e-05
57,4588.74,0.33287,1.89613,1.05975,0.87695,0.96427,0.99031,0.98702,0.2111,0.92887,0.37908,7.66432e-05,7.66432e-05,7.66432e-05
58,4679.44,0.31931,1.84813,1.04382,0.87053,0.9434,0.99031,0.99031,0.20772,0.95896,0.37165,7.49404e-05,7.49404e-05,7.49404e-05
59,4773.74,0.33135,1.8699,1.05081,0.84618,0.98113,0.995,0.995,0.15938,0.89155,0.33195,7.32376e-05,7.32376e-05,7.32376e-05
60,4864.56,0.31819,1.85681,1.04507,0.85133,0.96226,0.995,0.99312,0.18571,0.89317,0.33649,7.15348e-05,7.15348e-05,7.15348e-05
61,4955.48,0.31294,1.8484,1.04199,0.88368,0.9434,0.98092,0.98092,0.1851,0.8989,0.34664,6.9832e-05,6.9832e-05,6.9832e-05
62,5048.57,0.3136,1.86199,1.05589,0.87943,0.98113,0.99031,0.99031,0.17181,0.84785,0.34335,6.81292e-05,6.81292e-05,6.81292e-05
63,5146.39,0.32551,1.87626,1.05872,0.90216,0.96226,0.98092,0.97904,0.23316,0.86107,0.40636,6.64264e-05,6.64264e-05,6.64264e-05
64,5244.32,0.31513,1.78047,1.0362,0.88812,0.98113,0.995,0.995,0.18457,0.84662,0.34289,6.47236e-05,6.47236e-05,6.47236e-05
65,5337.08,0.31015,1.78902,1.03918,0.87654,0.96226,0.995,0.995,0.19621,0.84747,0.35437,6.30208e-05,6.30208e-05,6.30208e-05
66,5434.64,0.3063,1.80092,1.03728,0.90352,0.96226,0.995,0.995,0.16539,0.81539,0.33523,6.1318e-05,6.1318e-05,6.1318e-05
67,5528.93,0.30656,1.77261,1.04252,0.92171,0.96226,0.995,0.99125,0.21852,0.84814,0.38669,5.96152e-05,5.96152e-05,5.96152e-05
68,5620.88,0.32482,1.76191,1.05763,0.91181,0.96226,0.995,0.99312,0.18411,0.8041,0.33905,5.79124e-05,5.79124e-05,5.79124e-05
69,5709.3,0.29345,1.76208,1.03401,0.88677,0.98113,0.99031,0.99031,0.24142,0.82897,0.39445,5.62096e-05,5.62096e-05,5.62096e-05
70,5802.75,0.29258,1.78526,1.03391,0.9038,0.96226,0.995,0.995,0.1834,0.79348,0.32525,5.45068e-05,5.45068e-05,5.45068e-05
71,5888.99,0.30387,1.78727,1.04116,0.92764,0.96226,0.995,0.995,0.14905,0.77563,0.30474,5.2804e-05,5.2804e-05,5.2804e-05
72,5976.11,0.29396,1.76719,1.02826,0.93704,0.98113,0.995,0.97435,0.3163,0.80717,0.48802,5.11012e-05,5.11012e-05,5.11012e-05
73,6071.46,0.29679,1.72882,1.02727,0.93834,0.96226,0.995,0.995,0.18035,0.78836,0.33643,4.93984e-05,4.93984e-05,4.93984e-05
74,6162.71,0.30285,1.76857,1.03778,0.94126,0.96226,0.995,0.99312,0.22595,0.75831,0.37066,4.76956e-05,4.76956e-05,4.76956e-05
75,6248.23,0.29273,1.75953,1.03254,0.93962,0.96226,0.995,0.99312,0.20888,0.77366,0.36663,4.59928e-05,4.59928e-05,4.59928e-05
76,6341.37,0.29138,1.733,1.0337,0.93349,0.96226,0.995,0.99312,0.16175,0.75101,0.32008,4.429e-05,4.429e-05,4.429e-05
77,6428.73,0.28979,1.74869,1.03241,0.91921,0.96226,0.995,0.98937,0.26178,0.77267,0.4169,4.25872e-05,4.25872e-05,4.25872e-05
78,6510.28,0.28668,1.72608,1.03149,0.93041,0.96226,0.995,0.99312,0.18984,0.72332,0.34417,4.08844e-05,4.08844e-05,4.08844e-05
79,6594.46,0.28726,1.73771,1.03296,0.88164,0.98113,0.995,0.995,0.21676,0.76271,0.3545,3.91816e-05,3.91816e-05,3.91816e-05
80,6681.24,0.28163,1.6875,1.01834,0.92556,0.98113,0.995,0.995,0.16493,0.72695,0.30831,3.74788e-05,3.74788e-05,3.74788e-05
81,6767.58,0.27767,1.72186,1.0227,0.94328,0.96226,0.98092,0.97529,0.25623,0.75887,0.40411,3.5776e-05,3.5776e-05,3.5776e-05
82,6864.32,0.27395,1.65579,1.02235,0.93359,0.96226,0.995,0.995,0.18421,0.74115,0.32649,3.40732e-05,3.40732e-05,3.40732e-05
83,6978.85,0.27378,1.69629,1.02217,0.92529,0.98113,0.995,0.99312,0.19323,0.72752,0.33511,3.23704e-05,3.23704e-05,3.23704e-05
84,7107.68,0.2777,1.68828,1.01932,0.90784,0.98113,0.995,0.995,0.1542,0.70641,0.29736,3.06676e-05,3.06676e-05,3.06676e-05
85,7222.52,0.2702,1.67977,1.0236,0.87171,0.98113,0.99031,0.99031,0.19371,0.74298,0.33614,2.89648e-05,2.89648e-05,2.89648e-05
86,7328.28,0.27779,1.72091,1.02552,0.92142,0.98113,0.995,0.995,0.15217,0.7105,0.29194,2.7262e-05,2.7262e-05,2.7262e-05
87,7433.87,0.2633,1.70199,1.01446,0.93265,0.98113,0.995,0.99312,0.17111,0.70825,0.31521,2.55592e-05,2.55592e-05,2.55592e-05
88,7550.53,0.26944,1.68114,1.01192,0.92919,0.98113,0.995,0.99312,0.18223,0.70501,0.33002,2.38564e-05,2.38564e-05,2.38564e-05
89,7668.11,0.25956,1.66843,1.00708,0.92792,0.98113,0.995,0.99312,0.16224,0.68654,0.31187,2.21536e-05,2.21536e-05,2.21536e-05
90,7776.38,0.24805,1.65809,0.99787,0.91196,0.98113,0.995,0.995,0.16856,0.69228,0.31132,2.04508e-05,2.04508e-05,2.04508e-05
91,8009.62,0.1594,1.24456,1.02528,0.92716,0.76677,0.78246,0.78246,0.22078,0.81422,0.38716,1.8748e-05,1.8748e-05,1.8748e-05
92,8184.04,0.09523,0.94882,0.94815,0.9637,0.11449,0.11459,0.11459,0.15192,0.87071,0.31063,1.70452e-05,1.70452e-05,1.70452e-05
93,8398.31,0.07973,0.88595,0.94515,0.93738,0.92657,0.94112,0.94112,0.13668,0.82798,0.27628,1.53424e-05,1.53424e-05,1.53424e-05
94,8591.1,0.07129,0.83914,0.92154,0.94102,0.98113,0.995,0.995,0.12976,0.79323,0.25217,1.36396e-05,1.36396e-05,1.36396e-05
95,8742,0.06849,0.80493,0.93297,0.95203,0.98113,0.995,0.995,0.11476,0.77264,0.23381,1.19368e-05,1.19368e-05,1.19368e-05
96,8886.99,0.06462,0.79505,0.9127,0.9363,0.98113,0.995,0.995,0.11189,0.75071,0.22601,1.0234e-05,1.0234e-05,1.0234e-05
97,9031.47,0.06296,0.77076,0.91706,0.94274,0.96226,0.995,0.995,0.1146,0.7538,0.22689,8.5312e-06,8.5312e-06,8.5312e-06
98,9177.4,0.0609,0.76036,0.91993,0.95172,0.98113,0.995,0.995,0.11309,0.74245,0.22459,6.8284e-06,6.8284e-06,6.8284e-06
99,9320.21,0.06149,0.7495,0.91952,0.95638,0.98113,0.995,0.995,0.10923,0.73893,0.21623,5.1256e-06,5.1256e-06,5.1256e-06
100,9466.27,0.05699,0.74002,0.91628,0.95423,0.98113,0.995,0.995,0.10908,0.73173,0.21575,3.4228e-06,3.4228e-06,3.4228e-06
